motif_archetype	calderon_celltype	analysis_set	n_total	n_high	n_low	n_overlap	n_high_overlap	n_high_not_overlap	n_low_overlap	n_low_not_overlap	firth_status	converged	iterations	coefficient	standard_error	p_value	odds_ratio	ci_lower_95	ci_upper_95	log_likelihood_penalized	warning_text	model_context	analysis_version	pooling_strategy	global_fdr	cell_fdr
NR_5	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
NR_6	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
NR_7	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
NR_8	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
NR_9	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
OCT4+SOX2	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
OSR2	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
OVOL1	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
P53-like_1	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
P53-like_2	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
P53-like_3	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
PAX-halfsite	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
PAX_1	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
PAX_2	Memory_Tregs	strict_primary	3684	14	3670	1	0	14	1	3669	firth_fit_ok	True	11.0	4.10237538507886		0.0859606388265073	60.483789384702	0.403813837132409	1214.08572485253	-90.6348689668092		Memory_Tregs	existing_single_source	single_source_no_pooling_correction	0.253805468428383	0.159027181829039
PLAG1	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
POU_1	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
POU_2	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
POU_3	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
PRDM1	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
PRDM14	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
PRDM16	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
PRDM4	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
PRDM5	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
PRDM9	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
PROX1	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
RBPJ	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
REL-halfsite	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
REST_NRSF	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
RFX_1	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
RFX_2	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
RFX_3	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
RUNX_1	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
RUNX_2	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
SCRT1	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
SIX_1	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
SIX_2	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
SMAD_1	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
SMAD_2	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
SMAD_3	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
SMARCA1	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
SMARCA5	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
SNAI2	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
SOX_1	Memory_Tregs	strict_primary	3684	14	3670	1	0	14	1	3669	firth_fit_ok	True	11.0	5.3679212859156		0.0414446293571583	214.416693130372	1.37566654728376	4791.17644067845	-90.6350962547084		Memory_Tregs	existing_single_source	single_source_no_pooling_correction	0.253805468428383	0.154080042405078
SOX_2	Memory_Tregs	strict_primary	3684	14	3670	1	0	14	1	3669	firth_fit_ok	True	11.0	5.21826300350303		0.045062448952364	184.613232867037	1.19291921188145	4050.4333636591	-90.6348928467775		Memory_Tregs	existing_single_source	single_source_no_pooling_correction	0.253805468428383	0.154080042405078
SOX_3	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
SOX_4	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
SOX_5	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
SOX_6	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
SOX_7	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
SOX_8	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
SPDEF_1	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
SPDEF_2	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
SPI	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
SPZ1	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
SREBF1	Memory_Tregs	strict_primary	3684	14	3670	1	0	14	1	3669	firth_fit_ok	True	11.0	4.74396822707237		0.0647243839951763	114.889204757966	0.646964446236314	3627.13996159722	-90.6371392162365		Memory_Tregs	existing_single_source	single_source_no_pooling_correction	0.253805468428383	0.159027181829039
SRF	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
STAT_1	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
STAT_2	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
TATA	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
TBX_1	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
TBX_2	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
TBX_3	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
TBX_4	Memory_Tregs	strict_primary	3684	14	3670	1	0	14	1	3669	firth_fit_ok	True	11.0	2.91720699676549		0.184450102685383	18.489573835677	0.11594068466023	437.900471303838	-90.6372106064708		Memory_Tregs	existing_single_source	single_source_no_pooling_correction	0.3113369182911	0.222876490120687
TCF_LEF	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
TEAD	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
TFAP2_1	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
TFAP2_2	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
TFCP2	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
THAP1	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
YY1	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
ZBED1	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
ZBTB14	Memory_Tregs	strict_primary	3684	14	3670	1	0	14	1	3669	firth_fit_ok	True	11.0	4.88424334304232		0.0541315013629458	132.190404693829	0.874437709697091	2721.15958842612	-90.6347500159979		Memory_Tregs	existing_single_source	single_source_no_pooling_correction	0.253805468428383	0.154080042405078
ZBTB48	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
ZBTB49	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
ZBTB6	Memory_Tregs	strict_primary	3684	14	3670	1	0	14	1	3669	firth_fit_ok	True	11.0	5.81146863774001		0.0321813873734548	334.109451280536	2.12238942706596	7689.76831812891	-90.6347776008644		Memory_Tregs	existing_single_source	single_source_no_pooling_correction	0.253805468428383	0.154080042405078
ZBTB7A	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
ZFN121	Memory_Tregs	strict_primary	3684	14	3670	1	0	14	1	3669	firth_fit_ok	True	11.0	4.10237538507886		0.0859606388265073	60.483789384702	0.403813837132409	1214.08572485253	-90.6348689668092		Memory_Tregs	existing_single_source	single_source_no_pooling_correction	0.253805468428383	0.159027181829039
ZFX	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
ZIC	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
ZIC_2	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
ZIM3	Memory_Tregs	strict_primary	3684	14	3670	1	0	14	1	3669	firth_fit_ok	True	11.0	5.38786376062302		0.0408039449030332	218.735614463568	1.41269967303473	4802.66846984712	-90.6349756100608		Memory_Tregs	existing_single_source	single_source_no_pooling_correction	0.253805468428383	0.154080042405078
ZKSCAN1	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
ZNF134	Memory_Tregs	strict_primary	3684	14	3670	1	0	14	1	3669	firth_fit_ok	True	11.0	-0.292130392087876		0.865164793018252	0.746671169612831	0.0046476179337413	17.9847461043955	-90.63847659662		Memory_Tregs	existing_single_source	single_source_no_pooling_correction	0.89358909833302	0.865164793018252
ZNF136	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
ZNF140	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
ZNF143_1	Memory_Tregs	strict_primary	3684	14	3670	0	0	14	0	3670	skip_motif_no_variation	False										Memory_Tregs	existing_single_source	single_source_no_pooling_correction		
ZNF143_2	Memory_Tregs	strict_primary	3684	14	3670	1	0	14	1	3669	firth_fit_ok	True	11.0	4.39510396565667		0.0734101891850284	81.0530570589992	0.524608101405487	1770.77955615842	-90.6350782961613		Memory_Tregs	existing_single_source	single_source_no_pooling_correction	0.253805468428383	0.159027181829039
